Document_name,Marketing_authorisation_number,Procedure_number,Drug_name,Non_proprietary_name,Marketing_authorisation_holder,Drug_class,Pharmaceutical_form,Administration_route,Decision,Current_status,Decision_date,Decision_year,Orphan_drug_status,Indication_extended,Indication_requested,Indication_approved,Disease_class(es),Application_date,Application_year,Nonclinical_abridged,Referral_body
tekturna-epar-scientific-discussion_en.pdf,EMA/000000/2007,EMEA/H/C/000000,Tekturna,Aliskiren,Not reported,Small molecule,film-coated tablet,oral,approved,withdrawn,Not reported,2007,no,no,Treatment of essential hypertension,Treatment of essential hypertension,Diseases of the circulatory system,Not reported,Not reported,no,NA
dynastat-epar-scientific-discussion_en.pdf,Not reported,Not reported,Dynastat,Parecoxib,Pharmacia Europe EEIG,Small molecule,powder for solution for injection,parenteral,approved,authorised,Not reported,Not reported,no,no,short-term treatment of postoperative pain,short-term treatment of postoperative pain,"Injury, poisoning and certain other consequences of external causes",Not reported,Not reported,no,NA
fanaptum-epar-refusal-public-assessment-report_en.pdf,EMA/844865/2017,EMEA/H/C/004149/0000,Fanaptum,iloperidone,Vanda Pharmaceuticals Ltd.,Small molecule,tablet,oral,refused,withdrawn,09.11.2017,2017,no,no,treatment of schizophrenia in adults,NA,Mental and behavioural disorders,04.12.2015,2015,no,NA
irbesartan-hydrochlorothiazide-teva-epar-public-assessment-report_en.pdf,Not reported,EMEA/H/C/001112,Irbesartan / Hydrochlorothiazide Teva,Irbesartan / Hydrochlorothiazide,Teva Pharma B.V,Small molecule,film-coated tablets,oral,approved,authorised,24.09.2009,2009,no,no,treatment of hypertension,treatment of hypertension,Diseases of the circulatory system,03.12.2008,2008,yes,Not reported
tezspire-epar-public-assessment-report_en.pdf,EMA/682391/2022,EMEA/H/C/005588/0000,Tezspire,tezepelumab,AstraZeneca AB,Biologics,solution for injection,subcutaneous,approved,authorised,21.07.2022,2022,no,no,add-on maintenance treatment in adults and adolescents 12 years and older with severe asthma,add-on maintenance treatment in adults and adolescents 12 years and older with severe asthma,Diseases of the respiratory system,19.05.2021,2021,no,NA
welireg-epar-public-assessment-report_en.pdf,EMA/18425/2025,EMEA/H/C/005636/0000,Welireg,belzutifan,Merck Sharp & Dohme B.V.,Small molecule,film-coated tablet,oral,approved,authorised,12.12.2024,2024,no,no,Renal cell carcinoma (RCC); von Hippel-Lindau (VHL) disease-associated tumours,Renal cell carcinoma (RCC); von Hippel-Lindau (VHL) disease-associated tumours,Neoplasms; Diseases of the nervous system; Diseases of the endocrine system,23.11.2023,2023,no,NA
lenalidomide-krka-dd-epar-public-assessment-report_en.pdf,EMA/CHMP/3809/2021,EMEA/H/C/005729/0000,Lenalidomide Krka d.d.,lenalidomide,"KRKA, d.d., Novo mesto",Small molecule,"Capsule, hard",Oral,approved,withdrawn,10.12.2020,2020,no,no,Multiple myeloma; Myelodysplastic syndromes; Follicular lymphoma,Multiple myeloma; Myelodysplastic syndromes; Follicular lymphoma,Neoplasms; Diseases of the blood and blood-forming organs,29.06.2020,2020,yes,Not reported
pemetrexed-ditromethamine-hospira-withdrawal-assessment-report_en.pdf,EMA/CHMP/485042/2016,EMEA/H/C/004306/0000,Pemetrexed ditromethamine Hospira,pemetrexed,Hospira UK Limited,Small molecule,powder for concentrate for solution for infusion,intravenous,withdrawn,withdrawn,21.07.2016,2016,no,no,Malignant pleural mesothelioma; Non-small cell lung cancer,NA,Neoplasms; Diseases of the respiratory system,Not reported,Not reported,yes,NA
nivestim-epar-public-assessment-report_en.pdf,EMA/262762/2010,EMEA/H/C/001142,Nivestim,filgrastim,Hospira UK Ltd.,Biologics,solution for injection,subcutaneous; intravenous,approved,authorised,18.03.2010,2010,no,no,"Filgrastim is indicated for the reduction in the duration of neutropenia and the incidence of febrile neutropenia in patients treated with established cytotoxic chemotherapy for malignancy (with the exception of chronic myeloid leukaemia and myelodysplastic syndromes) and for the reduction in the duration of neutropenia in patients undergoing myeloablative therapy followed by bone marrow transplantation considered to be at increased risk of prolonged severe neutropenia. The safety and efficacy of filgrastim are similar in adults and children receiving cytotoxic chemotherapy. Filgrastim is indicated for the mobilisation of peripheral blood progenitor cells (PBPC). In patients, children or adults, with severe congenital, cyclic, or idiopathic neutropenia with an absolute neutrophil count (ANC) of ≤ 0.5 x 10^9 /l and a history of severe or recurrent infections, long term administration of filgrastim is indicated to increase neutrophil counts and to reduce the incidence and duration of infection-related events. Filgrastim is indicated for the treatment of persistent neutropenia (ANC ≤ 1.0 x 10^9 /l) in patients with advanced HIV infection, in order to reduce the risk of bacterial infections when other options to manage neutropenia are inappropriate.","Filgrastim is indicated for the reduction in the duration of neutropenia and the incidence of febrile neutropenia in patients treated with established cytotoxic chemotherapy for malignancy (with the exception of chronic myeloid leukaemia and myelodysplastic syndromes) and for the reduction in the duration of neutropenia in patients undergoing myeloablative therapy followed by bone marrow transplantation considered to be at increased risk of prolonged severe neutropenia. The safety and efficacy of filgrastim are similar in adults and children receiving cytotoxic chemotherapy. Filgrastim is indicated for the mobilisation of peripheral blood progenitor cells (PBPC). In patients, children or adults, with severe congenital, cyclic, or idiopathic neutropenia with an absolute neutrophil count (ANC) of ≤ 0.5 x 10^9 /l and a history of severe or recurrent infections, long term administration of filgrastim is indicated to increase neutrophil counts and to reduce the incidence and duration of infection-related events. Filgrastim is indicated for the treatment of persistent neutropenia (ANC ≤ 1.0 x 10^9 /l) in patients with advanced HIV infection, in order to reduce the risk of bacterial infections when other options to manage neutropenia are inappropriate.",Neoplasms; Diseases of the blood and blood-forming organs; Infectious and parasitic diseases,27.02.2009,2009,no,NA
inflectra-epar-public-assessment-report_en.pdf,EMA/CHMP/589422/2013,EMEA/H/C/002778/0000,Inflectra,Infliximab,Hospira UK Limited,Biologics,Powder for concentrate for solution for infusion,Intravenous,approved,authorised,27.06.2013,2013,no,no,Rheumatoid arthritis; Adult Crohn’s disease; Paediatric Crohn’s disease; Ulcerative colitis; Paediatric ulcerative colitis; Ankylosing spondylitis; Psoriatic arthritis; Psoriasis,Rheumatoid arthritis; Adult Crohn’s disease; Paediatric Crohn’s disease; Ulcerative colitis; Paediatric ulcerative colitis; Ankylosing spondylitis; Psoriatic arthritis; Psoriasis,Diseases of the musculoskeletal system and connective tissue; Diseases of the digestive system; Neoplasms,26.06.2012,2012,no,NA
fymskina-epar-public-assessment-report_en.pdf,EMA/378464/2024,EMEA/H/C/005805/0000,Fymskina,ustekinumab,Formycon AG,Biologics,solution for injection,subcutaneous,approved,authorised,25.07.2024,2024,no,no,Plaque psoriasis; Paediatric plaque psoriasis; Psoriatic arthritis; Crohn’s Disease; Ulcerative colitis,Plaque psoriasis; Paediatric plaque psoriasis; Psoriatic arthritis; Crohn’s Disease; Ulcerative colitis,Diseases of the skin; Diseases of the musculoskeletal system and connective tissue; Diseases of the digestive system,08.09.2023,2023,yes,NA
rystiggo-epar-public-assessment-report_en.pdf,EMA/CHMP/535512/2023,EMEA/H/C/005824/0000,Rystiggo,Rozanolixizumab,UCB Pharma,Biologics,solution for subcutaneous injection,subcutaneous,approved,authorised,09.11.2023,2023,yes,no,treatment of generalised myasthenia gravis (gMG) in adult patients who are anti-acetylcholine receptor (AChR) or anti-muscle-specific tyrosine kinase (MuSK) antibody positive and require therapy in addition to corticosteroids or non-steroidal immunosuppressants.,As an add-on to standard therapy for the treatment of generalised myasthenia gravis (gMG) in adult patients who are anti-acetylcholine receptor (AChR) or anti-muscle-specific tyrosine kinase (MuSK) antibody positive.,Diseases of the nervous system,03.11.2022,2022,no,NA
ifirmacombi-epar-public-assessment-report_en.pdf,EMA/99460/2011,EMEA/H/C/002302,Ifirmacombi,Irbesartan / Hydrochlorothiazide,"Krka, d.d., Novo mesto",Small molecule,film-coated tablet,oral,approved,authorised,16.12.2010,2010,no,no,Treatment of essential hypertension in adult patients whose blood pressure is not adequately controlled on irbesartan or hydrochlorothiazide alone.,Treatment of essential hypertension in adult patients whose blood pressure is not adequately controlled on irbesartan or hydrochlorothiazide alone.,Diseases of the circulatory system,06.05.2010,2010,yes,Not reported
rubraca-epar-public-assessment-report_en.pdf,EMA/238139/2018,EMEA/H/C/004272/0000,Rubraca,rucaparib,Clovis Oncology UK Ltd,Small molecule,film-coated tablets,oral,approved,authorised,22.03.2018,2018,yes,no,"monotherapy treatment of advanced ovarian cancer in adult patients with deleterious BRCA-mutated tumours, inclusive of both germline BRCA and somatic BRCA mutations, and who have been treated with two or more prior lines of chemotherapy","monotherapy treatment of adult patients with platinum-sensitive, relapsed or progressive, BRCA mutated (germline and/or somatic), high-grade epithelial ovarian, fallopian tube, or primary peritoneal cancer, who have been treated with two or more prior lines of platinum-based chemotherapy, and who are unable to tolerate further platinum-based chemotherapy",Neoplasms; Diseases of the genitourinary system,01.11.2016,2016,no,NA
kauliv-epar-public-assessment-report_en.pdf,EMA/923811/2022,EMEA/H/C/004932/0000,Kauliv,teriparatide,Strides Pharma Cyprus Ltd.,Peptides and proteins,solution for injection,subcutaneous,approved,authorised (under additional monitoring),10.11.2022,2022,no,no,Treatment of osteoporosis in postmenopausal women and in men at increased risk of fracture; Treatment of osteoporosis associated with sustained systemic glucocorticoid therapy in women and men at increased risk for fracture,Treatment of osteoporosis in postmenopausal women and in men at increased risk of fracture; Treatment of osteoporosis associated with sustained systemic glucocorticoid therapy in women and men at increased risk for fracture,Diseases of the musculoskeletal system and connective tissue,14.09.2020,2020,yes,Not reported
latuda-epar-public-assessment-report_en.pdf,EMA/113836/2014,EMEA/H/C/002713/0000,Latuda,Lurasidone,Takeda Pharma A/S,Small molecule,film-coated tablet,oral,approved,authorised,23.01.2014,2014,no,no,treatment of schizophrenia,treatment of schizophrenia,Mental and behavioural disorders,27.09.2012,2012,no,NA
livmarli-epar-public-assessment-report_en.pdf,EMA/864249/2022,EMEA/H/C/005857/0000,Livmarli,maralixibat chloride,Mirum Pharmaceuticals International B.V.,Small molecule,oral solution,oral,approved,authorised,13.10.2022,2022,yes,no,treatment of cholestatic liver disease in patients with Alagille syndrome (ALGS) 1 year of age and older,treatment of cholestatic pruritus in patients with Alagille syndrome (ALGS) 2 months of age and older,"Diseases of the liver; Endocrine, nutritional, and metabolic diseases",08.09.2021,2021,no,NA
trogarzo-epar-public-assessment-report_en.pdf,EMA/469134/2019,EMEA/H/C/004961/0000,Trogarzo,ibalizumab,Theratechnologies International Limited,Biologics,solution for infusion,intravenous,approved,withdrawn,25.07.2019,2019,no,no,"Treatment of adults infected with HIV-1 resistant to at least 1 agent in 3 different classes, in combination with other antiretroviral medicinal products",Treatment of adults infected with multidrug resistant HIV-1 infection for whom it is otherwise not possible to construct a suppressive antiviral regimen,Infectious and parasitic diseases,27.08.2018,2018,no,NA
sondelbay-epar-public-assessment-report_en.pdf,EMA/105831/2022,EMEA/H/C/005827/0000,Sondelbay,teriparatide,Accord Healthcare S.L.U.,Peptides and proteins,Solution for injection,Subcutaneous,approved,authorised (under additional monitoring),27.01.2022,2022,no,no,Treatment of osteoporosis in postmenopausal women and in men at increased risk of fracture; Treatment of osteoporosis associated with sustained systemic glucocorticoid therapy in women and men at increased risk for fracture,Treatment of osteoporosis in postmenopausal women and in men at increased risk of fracture; Treatment of osteoporosis associated with sustained systemic glucocorticoid therapy in women and men at increased risk for fracture,Diseases of the musculoskeletal system and connective tissue,05.03.2021,2021,no,NA
isturisa-epar-public-assessment-report_en.pdf,EMA/653461/2019,EMEA/H/C/004821/0000,Isturisa,osilodrostat,Novartis Europharm Limited,Small molecule,film-coated tablet,oral,approved,authorised,14.11.2019,2019,yes,no,Treatment of endogenous Cushing’s syndrome in adults,Treatment of endogenous Cushing’s syndrome in adults,"Endocrine, nutritional, and metabolic diseases",09.11.2018,2018,no,NA
